Gender,Age,Annual Income,Income Type,Employment Duration,Education Level,Marital Status,Occupation,Number of Children,Housing Type,Credit History,Loan Amount,Existing Loan Balance,Number of Credit Inquiries,Monthly Income,Employment Status,Approved
Female,41.9,20066.6,Working,10.1,Higher education,Married,Managers,0,House / apartment,Good,9364.87,9548.98,0,1672.22,Employed,1
Male,62.5,35917.6,Commercial associate,26.0,Higher education,Single / not married,Private service staff,0,House / apartment,Good,53795.65,54557.4,0,2993.13,Employed,1
Female,45.2,65602.48,Commercial associate,0.7,Higher education,Married,Sales staff,1,House / apartment,Good,101400.05,0.0,2,5466.87,Employed,1
Male,46.4,62845.64,Pensioner,0.0,Secondary / secondary special,Married,Cooking staff,2,House / apartment,Good,35515.97,9227.99,1,5237.14,Retired,1
Female,29.7,83690.92,Working,9.5,Secondary / secondary special,Married,Realty agents,0,Rented apartment,Good,47855.12,0.0,1,6974.24,Employed,1
Male,51.7,26907.26,Working,18.1,Secondary / secondary special,Civil marriage,Cooking staff,0,House / apartment,Good,66593.29,51115.27,1,2242.27,Employed,0
Female,28.6,15397.0,Pensioner,0.0,Secondary / secondary special,Civil marriage,Laborers,2,House / apartment,Good,10529.62,0.0,0,1283.08,Retired,1
Male,36.9,75282.81,Working,5.3,Incomplete higher,Separated,High skill tech staff,1,House / apartment,Bad,158971.76,185668.19,0,6273.57,Employed,0
Male,66.7,32399.62,State servant,0.0,Secondary / secondary special,Civil marriage,Cleaning staff,0,House / apartment,Good,39811.91,744.41,0,2699.97,Retired,1
Female,29.8,17867.81,Pensioner,0.0,Higher education,Married,Core staff,0,Office apartment,Good,20440.31,9039.43,3,1488.98,Retired,1
Male,22.1,52708.49,Working,0.2,Secondary / secondary special,Married,Accountants,0,House / apartment,Good,42583.71,36418.09,3,4392.37,Employed,1
Female,21.9,72881.33,State servant,0.6,Secondary / secondary special,Single / not married,Realty agents,0,House / apartment,Good,142642.03,151496.26,0,6073.44,Employed,0
Male,71.6,46118.59,Working,0.0,Secondary / secondary special,Married,Managers,3,Rented apartment,Good,102087.47,0.0,0,3843.22,Retired,1
Female,46.9,38990.6,Working,25.9,Secondary / secondary special,Married,Low-skill Laborers,1,House / apartment,Bad,28334.7,13386.63,1,3249.22,Employed,0
Male,41.3,45266.34,Commercial associate,16.0,Secondary / secondary special,Married,Realty agents,1,House / apartment,Good,14857.86,9889.6,2,3772.19,Employed,1
Female,64.2,40729.53,Working,10.0,Incomplete higher,Married,Low-skill Laborers,0,Office apartment,Good,17456.96,9717.81,0,3394.13,Employed,1
Male,65.6,24983.64,State servant,0.0,Higher education,Civil marriage,IT staff,0,House / apartment,Good,50035.45,0.0,1,2081.97,Retired,1
Male,36.9,34291.74,Working,1.2,Secondary / secondary special,Married,Laborers,2,House / apartment,Good,39297.8,35790.54,7,2857.64,Employed,0
Male,57.5,63617.25,Working,27.3,Higher education,Married,High skill tech staff,0,House / apartment,Good,26502.64,31093.32,1,5301.44,Employed,1
Male,62.0,57574.74,Working,22.9,Incomplete higher,Widow,Laborers,0,House / apartment,Good,52778.29,0.0,0,4797.9,Employed,1
Female,55.3,53318.03,Commercial associate,15.1,Higher education,Married,Medicine staff,0,House / apartment,Bad,71135.06,49817.37,1,4443.17,Employed,0
Male,26.6,29804.83,Working,3.1,Higher education,Married,IT staff,1,House / apartment,Good,63929.1,0.0,0,2483.74,Employed,1
Female,67.9,44767.98,Working,0.0,Secondary / secondary special,Married,Secretaries,0,House / apartment,Good,73427.72,0.0,0,3730.66,Retired,1
Male,48.7,16505.81,Pensioner,0.0,Secondary / secondary special,Single / not married,Realty agents,0,House / apartment,Bad,8623.93,5635.02,4,1375.48,Retired,0
Male,34.1,53596.46,Working,3.5,Higher education,Single / not married,Accountants,2,House / apartment,Good,25773.82,12850.71,0,4466.37,Employed,1
Female,42.2,100150.45,Pensioner,0.0,Secondary / secondary special,Single / not married,HR staff,1,House / apartment,Bad,109124.14,48062.36,0,8345.87,Retired,0
Female,20.1,23457.23,Working,1.4,Secondary / secondary special,Single / not married,Accountants,0,Rented apartment,Good,6578.88,2440.97,1,1954.77,Employed,1
Male,25.3,36571.93,Commercial associate,7.1,Higher education,Married,IT staff,1,House / apartment,Good,69976.18,12076.75,3,3047.66,Employed,1
Male,61.6,57788.98,Commercial associate,7.0,Secondary / secondary special,Civil marriage,Managers,0,House / apartment,Bad,61457.95,54277.81,2,4815.75,Employed,0
Male,18.0,91713.17,Working,0.0,Secondary / secondary special,Civil marriage,Private service staff,0,House / apartment,Good,84674.84,2631.83,0,7642.76,Employed,1
Female,41.7,39178.67,Working,10.1,Secondary / secondary special,Married,Low-skill Laborers,1,House / apartment,Good,51788.71,13995.17,1,3264.89,Employed,1
Female,47.8,34678.49,Pensioner,0.0,Secondary / secondary special,Married,Managers,0,House / apartment,Good,62473.17,64204.41,1,2889.87,Retired,0
Male,21.1,18316.15,Working,1.4,Secondary / secondary special,Widow,Laborers,0,House / apartment,Good,26859.4,7798.45,1,1526.35,Employed,1
Female,73.5,51622.82,State servant,0.0,Secondary / secondary special,Civil marriage,Laborers,1,House / apartment,Bad,104575.78,113344.74,1,4301.9,Retired,0
Female,30.9,136085.42,Working,3.3,Higher education,Civil marriage,Accountants,2,House / apartment,Bad,219161.5,139426.25,0,11340.45,Employed,0
Female,35.3,56312.92,Working,14.3,Secondary / secondary special,Civil marriage,Security staff,0,House / apartment,Bad,112126.26,85594.25,6,4692.74,Employed,0
Female,35.3,48477.76,Working,8.4,Secondary / secondary special,Married,Laborers,0,House / apartment,Good,85916.05,77236.66,1,4039.81,Employed,0
Male,31.1,57586.37,State servant,7.1,Lower secondary,Married,HR staff,0,Municipal apartment,Good,32449.62,0.0,0,4798.86,Employed,1
Male,18.1,48749.68,Working,0.0,Secondary / secondary special,Married,Realty agents,0,House / apartment,Good,11000.4,7014.94,1,4062.47,Employed,1
Male,59.6,32646.5,Pensioner,0.0,Higher education,Married,Secretaries,0,With parents,Bad,74047.23,7992.11,0,2720.54,Retired,0
Male,73.1,73986.65,Pensioner,0.0,Higher education,Single / not married,High skill tech staff,0,Municipal apartment,Good,175316.9,89776.7,1,6165.55,Retired,1
Female,30.8,54878.71,Working,2.3,Secondary / secondary special,Married,Core staff,1,With parents,Good,101231.33,94544.11,0,4573.23,Employed,0
Female,55.8,49454.42,Working,3.2,Secondary / secondary special,Married,Security staff,0,Rented apartment,Bad,90901.86,0.0,0,4121.2,Employed,0
Male,60.3,30101.1,Commercial associate,28.6,Higher education,Married,Managers,0,House / apartment,Good,22526.25,0.0,2,2508.42,Employed,1
Male,66.4,94066.19,Working,0.0,Incomplete higher,Married,Low-skill Laborers,0,House / apartment,Good,131867.64,97320.67,2,7838.85,Retired,1
Male,42.1,68346.89,Commercial associate,4.7,Secondary / secondary special,Married,Cleaning staff,0,House / apartment,Good,169594.28,0.0,0,5695.57,Employed,1
Female,35.3,37180.5,Working,11.9,Incomplete higher,Married,Low-skill Laborers,4,House / apartment,Good,80114.47,0.0,1,3098.37,Employed,1
Male,36.5,80895.42,Working,7.2,Secondary / secondary special,Married,Cleaning staff,0,With parents,Good,67187.4,6420.72,1,6741.28,Employed,1
Female,58.6,38223.84,Commercial associate,16.6,Secondary / secondary special,Married,Medicine staff,2,House / apartment,Good,31439.49,15061.33,0,3185.32,Employed,1
Male,64.6,33156.64,Working,18.8,Secondary / secondary special,Widow,Accountants,2,House / apartment,Good,41796.78,9309.72,0,2763.05,Employed,1
Male,28.4,33528.41,Working,3.8,Secondary / secondary special,Married,HR staff,2,House / apartment,Good,35910.16,7764.93,2,2794.03,Employed,1
Female,39.1,20220.77,Working,2.1,Secondary / secondary special,Married,Sales staff,0,House / apartment,Good,20034.08,5722.35,0,1685.06,Employed,1
Female,69.4,62054.68,Working,0.0,Secondary / secondary special,Married,IT staff,3,House / apartment,Good,99581.16,102568.9,3,5171.22,Retired,0
Male,64.0,19622.41,Working,12.4,Secondary / secondary special,Married,Realty agents,0,House / apartment,Good,5000.0,1844.27,1,1635.2,Employed,1
Female,74.1,26523.28,Pensioner,0.0,Lower secondary,Married,Secretaries,0,House / apartment,Good,51243.38,54021.5,3,2210.27,Retired,0
Female,61.0,17364.9,Working,26.5,Secondary / secondary special,Single / not married,IT staff,0,House / apartment,Good,32578.75,36256.39,0,1447.07,Employed,1
Female,40.4,46955.95,Working,14.9,Secondary / secondary special,Single / not married,Cleaning staff,0,House / apartment,Good,98268.54,17910.79,2,3913.0,Employed,1
Male,51.7,45471.44,Commercial associate,9.6,Incomplete higher,Married,Drivers,0,House / apartment,Good,96375.89,0.0,0,3789.29,Employed,1
Female,55.7,41633.15,Working,17.3,Higher education,Married,HR staff,0,House / apartment,Good,60757.72,29712.45,2,3469.43,Employed,1
Female,22.5,29106.34,Working,0.9,Higher education,Separated,Secretaries,0,Rented apartment,Good,57402.86,0.0,0,2425.53,Employed,1
Female,49.0,27279.29,State servant,6.5,Secondary / secondary special,Single / not married,Cooking staff,1,House / apartment,Good,34965.18,0.0,1,2273.27,Employed,1
Male,58.4,61832.53,Commercial associate,0.9,Secondary / secondary special,Single / not married,Waiters/barmen staff,0,House / apartment,Good,147388.45,21479.56,0,5152.71,Employed,1
Male,27.5,37224.56,Working,8.6,Secondary / secondary special,Married,Core staff,0,House / apartment,Good,20759.26,0.0,0,3102.05,Employed,1
Male,62.5,57421.79,Commercial associate,8.4,Secondary / secondary special,Married,HR staff,3,House / apartment,Bad,131925.48,48262.75,1,4785.15,Employed,0
Female,51.3,31488.44,Working,7.6,Secondary / secondary special,Married,Medicine staff,0,House / apartment,Bad,22686.56,0.0,1,2624.04,Employed,0
Male,72.3,53665.81,Commercial associate,0.0,Secondary / secondary special,Married,Secretaries,1,House / apartment,Good,18597.14,19045.02,1,4472.15,Retired,1
Female,20.4,94055.38,Working,0.7,Higher education,Married,Cooking staff,3,Municipal apartment,Good,108525.86,33141.55,0,7837.95,Employed,1
Female,33.1,65715.03,Working,1.9,Secondary / secondary special,Married,Drivers,0,House / apartment,Bad,103553.83,63428.03,0,5476.25,Employed,0
Male,52.3,39886.5,Working,21.9,Secondary / secondary special,Married,HR staff,0,House / apartment,Good,26100.75,18940.57,2,3323.87,Employed,1
Female,34.9,55748.15,Working,1.3,Higher education,Single / not married,Private service staff,2,Rented apartment,Good,79937.88,56963.4,2,4645.68,Employed,1
Male,58.7,43463.09,Working,5.4,Secondary / secondary special,Civil marriage,Low-skill Laborers,2,House / apartment,Good,88618.81,66785.03,0,3621.92,Employed,0
Female,61.3,49214.33,State servant,25.8,Secondary / secondary special,Married,Security staff,1,House / apartment,Good,35286.87,24854.31,1,4101.19,Employed,1
Male,23.8,41655.74,Working,2.0,Higher education,Civil marriage,IT staff,0,House / apartment,Bad,62182.58,39719.51,2,3471.31,Employed,0
Female,47.3,45153.92,Working,20.7,Higher education,Married,Private service staff,2,Municipal apartment,Good,41286.5,0.0,3,3762.83,Employed,1
Female,47.0,54504.94,Working,16.2,Lower secondary,Civil marriage,Drivers,0,Rented apartment,Good,74750.49,0.0,0,4542.08,Employed,1
Female,39.0,29831.51,Working,5.4,Secondary / secondary special,Married,Private service staff,0,Rented apartment,Bad,50731.64,40269.29,2,2485.96,Employed,0
Female,71.2,29497.49,Commercial associate,0.0,Higher education,Married,Laborers,0,House / apartment,Good,27757.56,0.0,0,2458.12,Retired,1
Female,65.2,24482.86,Working,0.0,Higher education,Married,HR staff,0,House / apartment,Good,60882.98,10373.89,2,2040.24,Retired,1
Female,57.7,22023.48,Working,25.9,Secondary / secondary special,Married,Private service staff,1,House / apartment,Good,32001.45,4192.31,0,1835.29,Employed,1
Female,58.7,26671.71,Working,4.7,Secondary / secondary special,Civil marriage,Security staff,2,House / apartment,Good,55442.69,40384.45,1,2222.64,Employed,0
Female,44.3,53089.33,Commercial associate,14.1,Secondary / secondary special,Married,Low-skill Laborers,1,Municipal apartment,Good,97701.6,32620.76,1,4424.11,Employed,1
Male,70.5,31369.97,Working,0.0,Higher education,Married,IT staff,0,With parents,Bad,67342.94,65165.71,0,2614.16,Retired,0
Female,57.6,63373.89,Working,17.3,Incomplete higher,Married,IT staff,1,House / apartment,Good,32772.05,29054.75,1,5281.16,Employed,1
Female,59.6,49879.08,Working,10.7,Secondary / secondary special,Married,Managers,1,House / apartment,Good,31629.76,5461.31,2,4156.59,Employed,1
Female,67.1,18319.99,Working,0.0,Secondary / secondary special,Married,Waiters/barmen staff,0,House / apartment,Good,23262.48,0.0,1,1526.67,Retired,1
Male,33.6,68015.29,Working,9.4,Secondary / secondary special,Single / not married,Accountants,3,House / apartment,Good,145932.84,146605.52,0,5667.94,Employed,0
Female,64.0,73526.36,Commercial associate,34.9,Secondary / secondary special,Single / not married,Sales staff,2,House / apartment,Good,42222.94,30699.75,0,6127.2,Employed,1
Male,29.1,29824.0,Commercial associate,11.1,Incomplete higher,Civil marriage,Laborers,1,House / apartment,Good,72488.96,19492.22,1,2485.33,Employed,1
Female,37.7,60481.68,Pensioner,0.0,Incomplete higher,Widow,Private service staff,0,House / apartment,Good,24570.41,26920.37,2,5040.14,Retired,1
Male,37.1,31944.36,Working,11.6,Secondary / secondary special,Married,Secretaries,1,House / apartment,Bad,16617.04,6046.19,2,2662.03,Employed,0
Female,73.8,51474.16,Working,0.0,Incomplete higher,Single / not married,Cleaning staff,2,House / apartment,Good,25807.14,0.0,0,4289.51,Retired,1
Female,66.8,26049.42,Working,0.0,Secondary / secondary special,Married,Cooking staff,0,Rented apartment,Good,39241.22,0.0,1,2170.79,Retired,1
Male,58.0,19999.18,State servant,16.2,Incomplete higher,Single / not married,Core staff,2,House / apartment,Good,46040.09,54598.18,0,1666.6,Employed,0
Female,59.4,40481.14,Working,9.0,Higher education,Married,Managers,0,With parents,Good,28833.39,31052.69,6,3373.43,Employed,1
Male,50.0,46080.06,Commercial associate,8.2,Secondary / secondary special,Widow,IT staff,1,House / apartment,Good,65769.53,37997.41,0,3840.0,Employed,1
Female,72.0,40181.43,Working,0.0,Secondary / secondary special,Single / not married,IT staff,1,House / apartment,Good,20968.84,11251.76,0,3348.45,Retired,1
Female,46.3,27118.86,Working,13.6,Secondary / secondary special,Separated,Medicine staff,1,House / apartment,Good,43789.6,40033.05,1,2259.91,Employed,0
Female,39.7,40136.86,Working,8.0,Higher education,Civil marriage,Waiters/barmen staff,2,House / apartment,Good,15885.82,9589.86,3,3344.74,Employed,1
Female,27.3,56086.33,Working,8.5,Secondary / secondary special,Civil marriage,Managers,0,House / apartment,Good,71742.59,11727.61,0,4673.86,Employed,1
Female,62.8,47932.71,State servant,14.7,Secondary / secondary special,Single / not married,High skill tech staff,0,House / apartment,Bad,80164.41,85516.79,0,3994.39,Employed,0
Male,59.9,53704.42,State servant,14.9,Secondary / secondary special,Married,Managers,1,House / apartment,Good,80014.59,26652.64,1,4475.37,Employed,1
Male,39.9,35064.43,Working,8.4,Secondary / secondary special,Married,Sales staff,0,House / apartment,Good,15288.13,11308.95,1,2922.04,Employed,1
Female,19.4,88067.51,Working,1.2,Incomplete higher,Married,High skill tech staff,0,House / apartment,Good,42914.95,25905.74,0,7338.96,Employed,1
Female,65.8,27225.61,State servant,0.0,Secondary / secondary special,Married,Accountants,0,House / apartment,Good,46592.23,26124.31,1,2268.8,Retired,1
Female,18.7,62553.67,Commercial associate,0.4,Incomplete higher,Married,Waiters/barmen staff,0,House / apartment,Good,127695.95,0.0,1,5212.81,Employed,1
Female,58.1,88516.61,Working,24.6,Secondary / secondary special,Married,Private service staff,1,House / apartment,Bad,201762.87,86221.72,2,7376.38,Employed,0
Male,73.3,62345.95,Working,0.0,Secondary / secondary special,Married,HR staff,1,House / apartment,Bad,127975.52,0.0,0,5195.5,Retired,0
Female,42.9,44299.91,Working,8.3,Secondary / secondary special,Widow,Medicine staff,0,House / apartment,Good,107977.36,56882.76,0,3691.66,Employed,0
Male,31.4,37641.09,Working,11.0,Higher education,Separated,Core staff,0,Co-op apartment,Good,40645.01,35802.91,2,3136.76,Employed,1
Female,58.2,82293.21,Working,1.5,Secondary / secondary special,Married,Low-skill Laborers,0,House / apartment,Good,73635.78,41641.94,2,6857.77,Employed,1
Male,64.6,24064.97,Working,34.8,Secondary / secondary special,Married,Medicine staff,0,With parents,Good,5000.0,0.0,2,2005.41,Employed,1
Male,49.1,30180.09,Working,16.0,Secondary / secondary special,Married,HR staff,0,House / apartment,Good,35604.97,34744.41,2,2515.01,Employed,1
Male,73.1,40183.88,Working,0.0,Secondary / secondary special,Married,Managers,0,House / apartment,Good,66837.51,45221.12,0,3348.66,Retired,1
Male,20.9,91019.3,Working,1.2,Secondary / secondary special,Single / not married,HR staff,1,House / apartment,Good,187224.95,0.0,0,7584.94,Employed,1
